order_id,delivery_status,actual_ship_days,scheduled_ship_days,shipping_mode
36244,Late delivery,5,2,Second Class
36244,Late delivery,5,2,Second Class
33790,Late delivery,6,2,Second Class
46269,Late delivery,5,2,Second Class
43984,Late delivery,5,2,Second Class
49089,Late delivery,5,2,Second Class
46026,Shipping on time,2,2,Second Class
48619,Late delivery,5,2,Second Class
43267,Late delivery,3,2,Second Class
66006,Shipping on time,2,2,Second Class
67738,Late delivery,4,2,Second Class
65993,Late delivery,4,2,Second Class
66965,Late delivery,6,2,Second Class
65654,Late delivery,5,2,Second Class
15848,Late delivery,4,2,Second Class
68706,Shipping on time,2,2,Second Class
11716,Shipping on time,2,2,Second Class
14018,Late delivery,4,2,Second Class
16320,Late delivery,6,2,Second Class
14412,Late delivery,3,2,Second Class
19529,Late delivery,5,2,Second Class
44796,Shipping on time,2,2,Second Class
61968,Late delivery,4,2,Second Class
63636,Shipping on time,2,2,Second Class
65816,Shipping on time,2,2,Second Class
67020,Late delivery,6,2,Second Class
68257,Late delivery,3,2,Second Class
12729,Late delivery,5,2,Second Class
66006,Shipping on time,2,2,Second Class
42877,Late delivery,3,2,Second Class
67312,Late delivery,3,2,Second Class
17216,Shipping on time,2,2,Second Class
13065,Late delivery,6,2,Second Class
19239,Late delivery,5,2,Second Class
61739,Late delivery,5,2,Second Class
63656,Shipping on time,2,2,Second Class
19486,Shipping on time,2,2,Second Class
53982,Late delivery,3,2,Second Class
51991,Shipping on time,2,2,Second Class
53343,Late delivery,4,2,Second Class
9081,Shipping on time,2,2,Second Class
3370,Late delivery,6,2,Second Class
1265,Late delivery,6,2,Second Class
55652,Late delivery,3,2,Second Class
52736,Shipping on time,2,2,Second Class
60591,Shipping on time,2,2,Second Class
6743,Late delivery,4,2,Second Class
7222,Late delivery,3,2,Second Class
2185,Late delivery,6,2,Second Class
53556,Shipping on time,2,2,Second Class
54427,Late delivery,3,2,Second Class
1557,Late delivery,3,2,Second Class
53313,Late delivery,4,2,Second Class
9389,Late delivery,5,2,Second Class
60280,Late delivery,6,2,Second Class
6707,Late delivery,3,2,Second Class
4584,Late delivery,5,2,Second Class
5044,Late delivery,5,2,Second Class
491,Shipping on time,2,2,Second Class
24439,Late delivery,5,2,Second Class
24439,Late delivery,5,2,Second Class
42518,Late delivery,4,2,Second Class
21715,Late delivery,6,2,Second Class
22147,Late delivery,3,2,Second Class
25063,Late delivery,4,2,Second Class
30947,Late delivery,3,2,Second Class
28042,Late delivery,3,2,Second Class
28042,Late delivery,3,2,Second Class
23027,Late delivery,3,2,Second Class
30978,Late delivery,4,2,Second Class
51230,Late delivery,6,2,Second Class
27667,Late delivery,3,2,Second Class
45683,Late delivery,4,2,Second Class
20780,Late delivery,6,2,Second Class
26728,Late delivery,4,2,Second Class
24216,Shipping on time,2,2,Second Class
24724,Late delivery,5,2,Second Class
22849,Late delivery,5,2,Second Class
27224,Late delivery,5,2,Second Class
20826,Shipping on time,2,2,Second Class
28042,Late delivery,3,2,Second Class
28042,Late delivery,3,2,Second Class
20364,Late delivery,5,2,Second Class
21712,Late delivery,3,2,Second Class
26617,Late delivery,3,2,Second Class
30823,Late delivery,4,2,Second Class
32855,Late delivery,6,2,Second Class
40354,Late delivery,5,2,Second Class
33874,Late delivery,5,2,Second Class
33631,Shipping on time,2,2,Second Class
36270,Late delivery,6,2,Second Class
36945,Late delivery,6,2,Second Class
34238,Late delivery,4,2,Second Class
34537,Late delivery,3,2,Second Class
38788,Late delivery,4,2,Second Class
40292,Late delivery,3,2,Second Class
32401,Shipping on time,2,2,Second Class
38838,Late delivery,4,2,Second Class
35672,Late delivery,3,2,Second Class
40131,Shipping on time,2,2,Second Class
39008,Late delivery,4,2,Second Class
38100,Late delivery,6,2,Second Class
31817,Late delivery,3,2,Second Class
36793,Late delivery,4,2,Second Class
40354,Late delivery,5,2,Second Class
33333,Late delivery,4,2,Second Class
39512,Late delivery,3,2,Second Class
31817,Late delivery,3,2,Second Class
35672,Late delivery,3,2,Second Class
36331,Shipping on time,2,2,Second Class
33513,Late delivery,4,2,Second Class
34823,Late delivery,4,2,Second Class
33317,Late delivery,3,2,Second Class
51116,Shipping on time,2,2,Second Class
41522,Late delivery,3,2,Second Class
45776,Shipping on time,2,2,Second Class
48317,Late delivery,3,2,Second Class
48317,Late delivery,3,2,Second Class
45809,Late delivery,5,2,Second Class
51081,Shipping on time,2,2,Second Class
48619,Late delivery,5,2,Second Class
42279,Late delivery,5,2,Second Class
49089,Late delivery,5,2,Second Class
65500,Late delivery,6,2,Second Class
16062,Late delivery,3,2,Second Class
66571,Shipping on time,2,2,Second Class
50808,Late delivery,4,2,Second Class
66523,Late delivery,4,2,Second Class
68327,Late delivery,3,2,Second Class
66424,Late delivery,5,2,Second Class
11151,Shipping on time,2,2,Second Class
65816,Shipping on time,2,2,Second Class
19443,Late delivery,4,2,Second Class
16062,Late delivery,3,2,Second Class
10772,Late delivery,3,2,Second Class
61662,Late delivery,3,2,Second Class
61662,Late delivery,3,2,Second Class
10976,Shipping on time,2,2,Second Class
17017,Late delivery,3,2,Second Class
17978,Late delivery,4,2,Second Class
20157,Late delivery,3,2,Second Class
17978,Late delivery,4,2,Second Class
63830,Late delivery,6,2,Second Class
14640,Late delivery,6,2,Second Class
66523,Late delivery,4,2,Second Class
67398,Late delivery,4,2,Second Class
67020,Late delivery,6,2,Second Class
67006,Shipping on time,2,2,Second Class
66707,Late delivery,3,2,Second Class
19640,Late delivery,6,2,Second Class
15038,Late delivery,4,2,Second Class
16441,Shipping on time,2,2,Second Class
54981,Shipping on time,2,2,Second Class
2320,Late delivery,6,2,Second Class
54704,Late delivery,5,2,Second Class
55859,Late delivery,5,2,Second Class
1980,Late delivery,6,2,Second Class
2185,Late delivery,6,2,Second Class
6743,Late delivery,4,2,Second Class
53982,Late delivery,3,2,Second Class
7292,Late delivery,3,2,Second Class
5275,Late delivery,6,2,Second Class
55047,Late delivery,3,2,Second Class
1519,Late delivery,5,2,Second Class
4402,Late delivery,3,2,Second Class
52827,Late delivery,3,2,Second Class
51991,Shipping on time,2,2,Second Class
6786,Shipping on time,2,2,Second Class
57898,Late delivery,4,2,Second Class
53846,Shipping on time,2,2,Second Class
7345,Late delivery,6,2,Second Class
8385,Late delivery,6,2,Second Class
60280,Late delivery,6,2,Second Class
2879,Late delivery,5,2,Second Class
56808,Late delivery,4,2,Second Class
2185,Late delivery,6,2,Second Class
53846,Shipping on time,2,2,Second Class
4499,Late delivery,5,2,Second Class
4880,Late delivery,6,2,Second Class
4880,Late delivery,6,2,Second Class
53114,Late delivery,5,2,Second Class
60895,Late delivery,6,2,Second Class
3973,Late delivery,4,2,Second Class
5643,Late delivery,4,2,Second Class
6605,Late delivery,6,2,Second Class
55386,Shipping on time,2,2,Second Class
5044,Late delivery,5,2,Second Class
5045,Late delivery,6,2,Second Class
54847,Late delivery,3,2,Second Class
54299,Late delivery,5,2,Second Class
4381,Shipping on time,2,2,Second Class
22182,Late delivery,3,2,Second Class
25262,Late delivery,3,2,Second Class
28445,Late delivery,6,2,Second Class
24595,Late delivery,6,2,Second Class
27546,Shipping on time,2,2,Second Class
23561,Shipping on time,2,2,Second Class
24531,Shipping on time,2,2,Second Class
21200,Late delivery,6,2,Second Class
31285,Late delivery,6,2,Second Class
24439,Late delivery,5,2,Second Class
47959,Late delivery,5,2,Second Class
22849,Late delivery,5,2,Second Class
48960,Late delivery,6,2,Second Class
21939,Late delivery,5,2,Second Class
29659,Late delivery,5,2,Second Class
51017,Late delivery,3,2,Second Class
30947,Late delivery,3,2,Second Class
21120,Late delivery,6,2,Second Class
43125,Late delivery,6,2,Second Class
28000,Late delivery,6,2,Second Class
28000,Late delivery,6,2,Second Class
20779,Late delivery,5,2,Second Class
42518,Late delivery,4,2,Second Class
21122,Late delivery,3,2,Second Class
22999,Late delivery,5,2,Second Class
21712,Late delivery,3,2,Second Class
25740,Late delivery,6,2,Second Class
21099,Late delivery,5,2,Second Class
31462,Late delivery,3,2,Second Class
36331,Shipping on time,2,2,Second Class
36866,Shipping on time,2,2,Second Class
36076,Shipping on time,2,2,Second Class
34118,Late delivery,4,2,Second Class
33345,Late delivery,6,2,Second Class
38183,Late delivery,4,2,Second Class
40003,Late delivery,4,2,Second Class
40462,Late delivery,3,2,Second Class
32401,Shipping on time,2,2,Second Class
38579,Late delivery,5,2,Second Class
34890,Late delivery,6,2,Second Class
38100,Late delivery,6,2,Second Class
38198,Late delivery,4,2,Second Class
34484,Late delivery,5,2,Second Class
37766,Shipping on time,2,2,Second Class
34891,Shipping on time,2,2,Second Class
45809,Late delivery,5,2,Second Class
47555,Late delivery,6,2,Second Class
47555,Late delivery,6,2,Second Class
43984,Late delivery,5,2,Second Class
43070,Late delivery,6,2,Second Class
47555,Late delivery,6,2,Second Class
46210,Late delivery,6,2,Second Class
45809,Late delivery,5,2,Second Class
51081,Shipping on time,2,2,Second Class
10992,Late delivery,3,2,Second Class
14941,Shipping on time,2,2,Second Class
11255,Late delivery,6,2,Second Class
15179,Late delivery,5,2,Second Class
50808,Late delivery,4,2,Second Class
63202,Late delivery,3,2,Second Class
61965,Late delivery,6,2,Second Class
66571,Shipping on time,2,2,Second Class
50079,Late delivery,5,2,Second Class
16280,Late delivery,6,2,Second Class
68772,Late delivery,3,2,Second Class
10976,Shipping on time,2,2,Second Class
66312,Late delivery,3,2,Second Class
14892,Late delivery,3,2,Second Class
16062,Late delivery,3,2,Second Class
63636,Shipping on time,2,2,Second Class
65993,Late delivery,4,2,Second Class
20157,Late delivery,3,2,Second Class
12729,Late delivery,5,2,Second Class
10308,Late delivery,4,2,Second Class
64788,Late delivery,4,2,Second Class
12729,Late delivery,5,2,Second Class
11716,Shipping on time,2,2,Second Class
61968,Late delivery,4,2,Second Class
47027,Late delivery,3,2,Second Class
10351,Shipping on time,2,2,Second Class
18652,Late delivery,3,2,Second Class
16441,Shipping on time,2,2,Second Class
14644,Late delivery,5,2,Second Class
19640,Late delivery,6,2,Second Class
66707,Late delivery,3,2,Second Class
12527,Late delivery,3,2,Second Class
8385,Late delivery,6,2,Second Class
1557,Late delivery,3,2,Second Class
52155,Late delivery,6,2,Second Class
6137,Late delivery,3,2,Second Class
4499,Late delivery,5,2,Second Class
4772,Late delivery,3,2,Second Class
53834,Late delivery,5,2,Second Class
61084,Late delivery,5,2,Second Class
1715,Late delivery,6,2,Second Class
55386,Shipping on time,2,2,Second Class
3907,Late delivery,3,2,Second Class
3907,Late delivery,3,2,Second Class
4543,Late delivery,4,2,Second Class
52155,Late delivery,6,2,Second Class
6307,Late delivery,3,2,Second Class
1557,Late delivery,3,2,Second Class
6786,Shipping on time,2,2,Second Class
58459,Late delivery,5,2,Second Class
6307,Late delivery,3,2,Second Class
54725,Late delivery,6,2,Second Class
55652,Late delivery,3,2,Second Class
51555,Late delivery,6,2,Second Class
8053,Late delivery,4,2,Second Class
9240,Late delivery,6,2,Second Class
55386,Shipping on time,2,2,Second Class
52827,Late delivery,3,2,Second Class
6137,Late delivery,3,2,Second Class
56808,Late delivery,4,2,Second Class
3370,Late delivery,6,2,Second Class
8347,Late delivery,3,2,Second Class
2879,Late delivery,5,2,Second Class
51991,Shipping on time,2,2,Second Class
56808,Late delivery,4,2,Second Class
5681,Shipping on time,2,2,Second Class
173,Late delivery,4,2,Second Class
7524,Late delivery,5,2,Second Class
57759,Late delivery,5,2,Second Class
43800,Late delivery,6,2,Second Class
23919,Late delivery,5,2,Second Class
20468,Late delivery,4,2,Second Class
21122,Late delivery,3,2,Second Class
23919,Late delivery,5,2,Second Class
24439,Late delivery,5,2,Second Class
20826,Shipping on time,2,2,Second Class
24531,Shipping on time,2,2,Second Class
21939,Late delivery,5,2,Second Class
24959,Late delivery,5,2,Second Class
23027,Late delivery,3,2,Second Class
25262,Late delivery,3,2,Second Class
22999,Late delivery,5,2,Second Class
27546,Shipping on time,2,2,Second Class
30608,Late delivery,4,2,Second Class
22351,Shipping on time,2,2,Second Class
22296,Shipping on time,2,2,Second Class
42518,Late delivery,4,2,Second Class
27801,Shipping on time,2,2,Second Class
27125,Late delivery,6,2,Second Class
26728,Late delivery,4,2,Second Class
24531,Shipping on time,2,2,Second Class
28972,Late delivery,3,2,Second Class
50806,Shipping on time,2,2,Second Class
25262,Late delivery,3,2,Second Class
21099,Late delivery,5,2,Second Class
21770,Late delivery,6,2,Second Class
22804,Late delivery,5,2,Second Class
48270,Late delivery,6,2,Second Class
28375,Late delivery,6,2,Second Class
28375,Late delivery,6,2,Second Class
47172,Late delivery,3,2,Second Class
29562,Late delivery,3,2,Second Class
22804,Late delivery,5,2,Second Class
36076,Shipping on time,2,2,Second Class
36945,Late delivery,6,2,Second Class
40349,Late delivery,5,2,Second Class
33345,Late delivery,6,2,Second Class
38323,Late delivery,4,2,Second Class
40354,Late delivery,5,2,Second Class
40354,Late delivery,5,2,Second Class
40561,Shipping on time,2,2,Second Class
40349,Late delivery,5,2,Second Class
34484,Late delivery,5,2,Second Class
32212,Late delivery,3,2,Second Class
36076,Shipping on time,2,2,Second Class
40223,Late delivery,4,2,Second Class
39556,Shipping on time,2,2,Second Class
32588,Late delivery,4,2,Second Class
46736,Shipping on time,2,2,Second Class
49420,Late delivery,6,2,Second Class
44583,Late delivery,4,2,Second Class
41981,Shipping on time,2,2,Second Class
41981,Shipping on time,2,2,Second Class
41981,Shipping on time,2,2,Second Class
51081,Shipping on time,2,2,Second Class
45950,Late delivery,6,2,Second Class
66312,Late delivery,3,2,Second Class
47027,Late delivery,3,2,Second Class
43783,Late delivery,4,2,Second Class
14669,Late delivery,5,2,Second Class
66973,Late delivery,4,2,Second Class
43783,Late delivery,4,2,Second Class
12589,Late delivery,5,2,Second Class
14892,Late delivery,3,2,Second Class
49359,Late delivery,5,2,Second Class
64252,Late delivery,3,2,Second Class
67761,Shipping on time,2,2,Second Class
16037,Late delivery,3,2,Second Class
50808,Late delivery,4,2,Second Class
66424,Late delivery,5,2,Second Class
10772,Late delivery,3,2,Second Class
10772,Late delivery,3,2,Second Class
61662,Late delivery,3,2,Second Class
61662,Late delivery,3,2,Second Class
10663,Late delivery,4,2,Second Class
10992,Late delivery,3,2,Second Class
63830,Late delivery,6,2,Second Class
67200,Late delivery,6,2,Second Class
18909,Late delivery,5,2,Second Class
66707,Late delivery,3,2,Second Class
18652,Late delivery,3,2,Second Class
14644,Late delivery,5,2,Second Class
66693,Late delivery,4,2,Second Class
55859,Late delivery,5,2,Second Class
8053,Late delivery,4,2,Second Class
8397,Late delivery,3,2,Second Class
57194,Late delivery,5,2,Second Class
6605,Late delivery,6,2,Second Class
54725,Late delivery,6,2,Second Class
5796,Shipping on time,2,2,Second Class
5796,Shipping on time,2,2,Second Class
60280,Late delivery,6,2,Second Class
4277,Late delivery,3,2,Second Class
3370,Late delivery,6,2,Second Class
3059,Late delivery,5,2,Second Class
55647,Late delivery,3,2,Second Class
58954,Late delivery,5,2,Second Class
55047,Late delivery,3,2,Second Class
57898,Late delivery,4,2,Second Class
55930,Late delivery,6,2,Second Class
6307,Late delivery,3,2,Second Class
5796,Shipping on time,2,2,Second Class
4543,Late delivery,4,2,Second Class
55647,Late delivery,3,2,Second Class
52468,Late delivery,4,2,Second Class
59491,Shipping on time,2,2,Second Class
54725,Late delivery,6,2,Second Class
53556,Shipping on time,2,2,Second Class
3337,Late delivery,3,2,Second Class
59415,Late delivery,6,2,Second Class
6707,Late delivery,3,2,Second Class
6970,Late delivery,6,2,Second Class
6970,Late delivery,6,2,Second Class
52200,Late delivery,6,2,Second Class
53158,Late delivery,4,2,Second Class
5044,Late delivery,5,2,Second Class
51995,Late delivery,6,2,Second Class
51995,Late delivery,6,2,Second Class
57759,Late delivery,5,2,Second Class
25262,Late delivery,3,2,Second Class
26717,Late delivery,3,2,Second Class
25063,Late delivery,4,2,Second Class
29544,Late delivery,5,2,Second Class
46999,Late delivery,5,2,Second Class
22486,Shipping on time,2,2,Second Class
25405,Late delivery,6,2,Second Class
26226,Shipping on time,2,2,Second Class
28972,Late delivery,3,2,Second Class
20534,Late delivery,5,2,Second Class
22486,Shipping on time,2,2,Second Class
31285,Late delivery,6,2,Second Class
24439,Late delivery,5,2,Second Class
23027,Late delivery,3,2,Second Class
29014,Late delivery,5,2,Second Class
26775,Late delivery,6,2,Second Class
24401,Shipping on time,2,2,Second Class
43800,Late delivery,6,2,Second Class
45683,Late delivery,4,2,Second Class
22182,Late delivery,3,2,Second Class
31093,Late delivery,4,2,Second Class
47959,Late delivery,5,2,Second Class
22296,Shipping on time,2,2,Second Class
22351,Shipping on time,2,2,Second Class
26222,Late delivery,3,2,Second Class
28375,Late delivery,6,2,Second Class
29562,Late delivery,3,2,Second Class
26695,Late delivery,6,2,Second Class
25011,Shipping on time,2,2,Second Class
43998,Late delivery,4,2,Second Class
29562,Late delivery,3,2,Second Class
39512,Late delivery,3,2,Second Class
32855,Late delivery,6,2,Second Class
34537,Late delivery,3,2,Second Class
33039,Late delivery,5,2,Second Class
33106,Shipping on time,2,2,Second Class
33345,Late delivery,6,2,Second Class
41053,Late delivery,4,2,Second Class
33039,Late delivery,5,2,Second Class
40354,Late delivery,5,2,Second Class
32212,Late delivery,3,2,Second Class
40561,Shipping on time,2,2,Second Class
32172,Late delivery,3,2,Second Class
32172,Late delivery,3,2,Second Class
39517,Late delivery,3,2,Second Class
36939,Late delivery,5,2,Second Class
39556,Shipping on time,2,2,Second Class
32058,Late delivery,4,2,Second Class
37955,Late delivery,6,2,Second Class
40223,Late delivery,4,2,Second Class
40003,Late delivery,4,2,Second Class
32401,Shipping on time,2,2,Second Class
40409,Late delivery,5,2,Second Class
32855,Late delivery,6,2,Second Class
33790,Late delivery,6,2,Second Class
36244,Late delivery,5,2,Second Class
45686,Advance shipping,2,4,Standard Class
43205,Late delivery,6,4,Standard Class
46337,Advance shipping,3,4,Standard Class
49604,Late delivery,5,4,Standard Class
42798,Shipping on time,4,4,Standard Class
45175,Late delivery,6,4,Standard Class
49688,Shipping on time,4,4,Standard Class
45085,Late delivery,6,4,Standard Class
48621,Advance shipping,2,4,Standard Class
45085,Late delivery,6,4,Standard Class
46879,Late delivery,5,4,Standard Class
41719,Late delivery,5,4,Standard Class
45612,Advance shipping,3,4,Standard Class
46952,Advance shipping,3,4,Standard Class
49688,Shipping on time,4,4,Standard Class
46952,Advance shipping,3,4,Standard Class
49022,Advance shipping,3,4,Standard Class
50537,Advance shipping,3,4,Standard Class
45175,Late delivery,6,4,Standard Class
42802,Advance shipping,3,4,Standard Class
47936,Advance shipping,2,4,Standard Class
45560,Late delivery,6,4,Standard Class
42599,Late delivery,5,4,Standard Class
46698,Shipping on time,4,4,Standard Class
42798,Shipping on time,4,4,Standard Class
41779,Late delivery,5,4,Standard Class
47612,Advance shipping,3,4,Standard Class
41712,Advance shipping,3,4,Standard Class
46119,Late delivery,5,4,Standard Class
42802,Advance shipping,3,4,Standard Class
43412,Advance shipping,3,4,Standard Class
42798,Shipping on time,4,4,Standard Class
41712,Advance shipping,3,4,Standard Class
46430,Late delivery,6,4,Standard Class
42946,Advance shipping,2,4,Standard Class
46424,Late delivery,5,4,Standard Class
46119,Late delivery,5,4,Standard Class
42946,Advance shipping,2,4,Standard Class
42298,Shipping on time,4,4,Standard Class
48149,Late delivery,5,4,Standard Class
46108,Shipping on time,4,4,Standard Class
45204,Late delivery,5,4,Standard Class
45835,Late delivery,6,4,Standard Class
43205,Late delivery,6,4,Standard Class
43412,Advance shipping,3,4,Standard Class
45175,Late delivery,6,4,Standard Class
46698,Shipping on time,4,4,Standard Class
45978,Shipping on time,4,4,Standard Class
49212,Advance shipping,3,4,Standard Class
46108,Shipping on time,4,4,Standard Class
42820,Late delivery,6,4,Standard Class
42599,Late delivery,5,4,Standard Class
49723,Shipping on time,4,4,Standard Class
46388,Shipping on time,4,4,Standard Class
48242,Advance shipping,3,4,Standard Class
42298,Shipping on time,4,4,Standard Class
45204,Late delivery,5,4,Standard Class
44484,Late delivery,5,4,Standard Class
44298,Shipping on time,4,4,Standard Class
41518,Shipping on time,4,4,Standard Class
49212,Advance shipping,3,4,Standard Class
41518,Shipping on time,4,4,Standard Class
41779,Late delivery,5,4,Standard Class
42558,Shipping on time,4,4,Standard Class
49688,Shipping on time,4,4,Standard Class
41779,Late delivery,5,4,Standard Class
43572,Advance shipping,3,4,Standard Class
49186,Advance shipping,2,4,Standard Class
42734,Late delivery,5,4,Standard Class
46388,Shipping on time,4,4,Standard Class
46388,Shipping on time,4,4,Standard Class
44732,Advance shipping,3,4,Standard Class
41632,Advance shipping,3,4,Standard Class
43412,Advance shipping,3,4,Standard Class
46186,Advance shipping,2,4,Standard Class
42231,Advance shipping,2,4,Standard Class
46186,Advance shipping,2,4,Standard Class
42883,Shipping on time,4,4,Standard Class
45612,Advance shipping,3,4,Standard Class
45612,Advance shipping,3,4,Standard Class
47086,Advance shipping,2,4,Standard Class
44670,Late delivery,6,4,Standard Class
51179,Late delivery,5,4,Standard Class
42737,Advance shipping,3,4,Standard Class
47125,Late delivery,6,4,Standard Class
42737,Advance shipping,3,4,Standard Class
42799,Late delivery,5,4,Standard Class
51118,Shipping on time,4,4,Standard Class
47119,Late delivery,5,4,Standard Class
51118,Shipping on time,4,4,Standard Class
51198,Shipping on time,4,4,Standard Class
47648,Shipping on time,4,4,Standard Class
41721,Advance shipping,2,4,Standard Class
47648,Shipping on time,4,4,Standard Class
51179,Late delivery,5,4,Standard Class
47648,Shipping on time,4,4,Standard Class
46994,Late delivery,5,4,Standard Class
46994,Late delivery,5,4,Standard Class
48109,Late delivery,5,4,Standard Class
42690,Late delivery,6,4,Standard Class
69614,Late delivery,5,4,Standard Class
69596,Advance shipping,2,4,Standard Class
70506,Advance shipping,2,4,Standard Class
70812,Advance shipping,3,4,Standard Class
69433,Shipping on time,4,4,Standard Class
70738,Shipping on time,4,4,Standard Class
70594,Late delivery,5,4,Standard Class
69664,Late delivery,5,4,Standard Class
70825,Late delivery,6,4,Standard Class
70980,Late delivery,6,4,Standard Class
69481,Advance shipping,2,4,Standard Class
70805,Late delivery,6,4,Standard Class
69677,Advance shipping,3,4,Standard Class
70996,Advance shipping,2,4,Standard Class
69676,Advance shipping,2,4,Standard Class
70747,Advance shipping,3,4,Standard Class
69656,Advance shipping,2,4,Standard Class
69818,Shipping on time,4,4,Standard Class
70619,Late delivery,5,4,Standard Class
71117,Advance shipping,3,4,Standard Class
69708,Shipping on time,4,4,Standard Class
70618,Shipping on time,4,4,Standard Class
71045,Late delivery,6,4,Standard Class
70991,Advance shipping,2,4,Standard Class
70989,Late delivery,5,4,Standard Class
68371,Advance shipping,2,4,Standard Class
68822,Advance shipping,3,4,Standard Class
17924,Late delivery,5,4,Standard Class
62201,Advance shipping,2,4,Standard Class
13648,Shipping on time,4,4,Standard Class
12750,Late delivery,6,4,Standard Class
11660,Late delivery,6,4,Standard Class
16188,Shipping on time,4,4,Standard Class
15066,Advance shipping,2,4,Standard Class
15590,Late delivery,6,4,Standard Class
12655,Late delivery,6,4,Standard Class
19729,Late delivery,5,4,Standard Class
14595,Late delivery,6,4,Standard Class
13508,Shipping on time,4,4,Standard Class
43474,Late delivery,5,4,Standard Class
67424,Late delivery,5,4,Standard Class
10469,Late delivery,5,4,Standard Class
11983,Shipping on time,4,4,Standard Class
42314,Late delivery,5,4,Standard Class
14131,Advance shipping,2,4,Standard Class
16800,Late delivery,6,4,Standard Class
48928,Shipping on time,4,4,Standard Class
14792,Advance shipping,3,4,Standard Class
16226,Advance shipping,2,4,Standard Class
70020,Late delivery,6,4,Standard Class
11121,Advance shipping,2,4,Standard Class
67548,Shipping on time,4,4,Standard Class
13695,Late delivery,6,4,Standard Class
43194,Late delivery,5,4,Standard Class
13506,Advance shipping,2,4,Standard Class
16752,Advance shipping,3,4,Standard Class
19781,Advance shipping,2,4,Standard Class
13761,Advance shipping,2,4,Standard Class
67144,Late delivery,5,4,Standard Class
71324,Late delivery,5,4,Standard Class
10854,Late delivery,5,4,Standard Class
68878,Shipping on time,4,4,Standard Class
63001,Advance shipping,2,4,Standard Class
66188,Shipping on time,4,4,Standard Class
71269,Late delivery,5,4,Standard Class
13973,Shipping on time,4,4,Standard Class
68878,Shipping on time,4,4,Standard Class
64238,Shipping on time,4,4,Standard Class
70088,Shipping on time,4,4,Standard Class
14532,Advance shipping,3,4,Standard Class
67089,Late delivery,5,4,Standard Class
13219,Late delivery,5,4,Standard Class
63424,Late delivery,5,4,Standard Class
70087,Advance shipping,3,4,Standard Class
70501,Advance shipping,2,4,Standard Class
16645,Late delivery,6,4,Standard Class
64401,Advance shipping,2,4,Standard Class
50522,Advance shipping,3,4,Standard Class
13219,Late delivery,5,4,Standard Class
19967,Advance shipping,3,4,Standard Class
66817,Advance shipping,3,4,Standard Class
62457,Advance shipping,3,4,Standard Class
14526,Advance shipping,2,4,Standard Class
66898,Shipping on time,4,4,Standard Class
19151,Advance shipping,2,4,Standard Class
14642,Advance shipping,3,4,Standard Class
66164,Late delivery,5,4,Standard Class
17406,Advance shipping,2,4,Standard Class
65589,Late delivery,5,4,Standard Class
18755,Late delivery,6,4,Standard Class
12747,Advance shipping,3,4,Standard Class
70085,Late delivery,6,4,Standard Class
67482,Advance shipping,3,4,Standard Class
18755,Late delivery,6,4,Standard Class
14209,Late delivery,5,4,Standard Class
16188,Shipping on time,4,4,Standard Class
11095,Late delivery,6,4,Standard Class
16985,Late delivery,6,4,Standard Class
17215,Late delivery,6,4,Standard Class
66205,Late delivery,6,4,Standard Class
14860,Late delivery,6,4,Standard Class
17912,Advance shipping,3,4,Standard Class
66205,Late delivery,6,4,Standard Class
70497,Advance shipping,3,4,Standard Class
65867,Advance shipping,3,4,Standard Class
65589,Late delivery,5,4,Standard Class
67959,Late delivery,5,4,Standard Class
10690,Late delivery,6,4,Standard Class
13483,Shipping on time,4,4,Standard Class
12480,Late delivery,6,4,Standard Class
17276,Advance shipping,2,4,Standard Class
47816,Advance shipping,2,4,Standard Class
63345,Late delivery,6,4,Standard Class
64445,Late delivery,6,4,Standard Class
19500,Late delivery,6,4,Standard Class
18695,Late delivery,6,4,Standard Class
19166,Advance shipping,2,4,Standard Class
18436,Advance shipping,2,4,Standard Class
65941,Advance shipping,2,4,Standard Class
17276,Advance shipping,2,4,Standard Class
41739,Late delivery,5,4,Standard Class
63952,Advance shipping,3,4,Standard Class
16420,Late delivery,6,4,Standard Class
18657,Advance shipping,3,4,Standard Class
12365,Late delivery,6,4,Standard Class
18436,Advance shipping,2,4,Standard Class
63728,Shipping on time,4,4,Standard Class
17503,Shipping on time,4,4,Standard Class
10320,Late delivery,6,4,Standard Class
64631,Advance shipping,2,4,Standard Class
67454,Late delivery,5,4,Standard Class
20197,Advance shipping,3,4,Standard Class
17844,Late delivery,5,4,Standard Class
64097,Advance shipping,3,4,Standard Class
12074,Late delivery,5,4,Standard Class
12750,Late delivery,6,4,Standard Class
15145,Late delivery,6,4,Standard Class
65214,Late delivery,5,4,Standard Class
67659,Late delivery,5,4,Standard Class
10320,Late delivery,6,4,Standard Class
70079,Late delivery,5,4,Standard Class
68831,Advance shipping,2,4,Standard Class
11204,Late delivery,5,4,Standard Class
64097,Advance shipping,3,4,Standard Class
64891,Advance shipping,2,4,Standard Class
62184,Late delivery,5,4,Standard Class
17496,Advance shipping,2,4,Standard Class
68061,Advance shipping,2,4,Standard Class
62715,Late delivery,6,4,Standard Class
14754,Late delivery,5,4,Standard Class
64828,Shipping on time,4,4,Standard Class
16408,Shipping on time,4,4,Standard Class
63887,Advance shipping,3,4,Standard Class
67093,Shipping on time,4,4,Standard Class
64891,Advance shipping,2,4,Standard Class
10677,Advance shipping,3,4,Standard Class
49937,Advance shipping,3,4,Standard Class
11345,Late delivery,6,4,Standard Class
